sp	id	d	p	c	o	f	g	s
UP000509510	121627	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Talaromyces	Talaromyces rugulosus
UP000054383	28573	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Talaromyces	Talaromyces islandicus
UP000001294	441960	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Talaromyces	Talaromyces marneffei ATCC 18224
UP000001745	441959	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Talaromyces	Talaromyces stipitatus ATCC 10500
UP000013776	1097556	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Taphrina	Taphrina deformans PYCC 5710
UP000267821	1051890	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Terfezia	Terfezia boudieri ATCC MYA-4762
UP000005666	1071381	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Tetrapisispora	Tetrapisispora phaffii CBS 4417
UP000002866	1071380	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Tetrapisispora	Tetrapisispora blattae CBS 6284
UP000008066	759272	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Thermochaetoides	Thermochaetoides thermophila DSM 1495
UP000007322	573729	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Thermothelomyces	Thermothelomyces thermophilus ATCC 42464
UP000008181	578455	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Thermothielavioides	Thermothielavioides terrestris NRRL 8126
UP000033483	72032	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Thielaviopsis	Thielaviopsis punctulata
UP000319257	1093900	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Thyridium	Thyridium curvatum
UP000236621	45235	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Tolypocladium	Tolypocladium capitatum
UP000237481	94208	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Tolypocladium	Tolypocladium paradoxum
UP000036947	1163406	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Tolypocladium	Tolypocladium ophioglossoides CBS 100239
UP000095023	767744	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Tortispora	Tortispora caseinolytica NRRL Y-17796
UP000005627	4950	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Torulaspora	Torulaspora delbrueckii
UP000510647	2792677	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Torulaspora	Torulaspora sp. CBS 2947
UP000054821	398673	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Trichoderma	Trichoderma gamsii
UP000241546	58853	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Trichoderma	Trichoderma citrinoviride
UP000517252	101201	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Trichoderma	Trichoderma asperellum
UP000266272	490622	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Trichoderma	Trichoderma arundinaceum
UP000034112	5544	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Trichoderma	Trichoderma harzianum
UP000240493	1042311	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Trichoderma	Trichoderma asperellum CBS 433.97
UP000240760	983965	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Trichoderma	Trichoderma longibrachiatum ATCC 18648
UP000241690	983964	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Trichoderma	Trichoderma harzianum CBS 226.95
UP000008984	431241	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Trichoderma	Trichoderma reesei QM6a
UP000005426	452589	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Trichoderma	Trichoderma atroviride IMI 206040
UP000007115	413071	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Trichoderma	Trichoderma virens Gv29-8
UP000024533	1215338	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Trichophyton	Trichophyton interdigitale MR816
UP000243015	5551	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Trichophyton	Trichophyton rubrum
UP000008866	663331	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Trichophyton	Trichophyton benhamiae CBS 112371
UP000008864	559305	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Trichophyton	Trichophyton rubrum CBS 118892
UP000244722	42251	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Tuber	Tuber borchii
UP000246991	42249	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Tuber	Tuber magnatum
UP000006911	656061	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Tuber	Tuber melanosporum Mel28
UP000002058	336963	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Uncinocarpus	Uncinocarpus reesii 1704
UP000027002	1159556	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Ustilaginoidea	Ustilaginoidea virens
UP000283895	356882	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Valsa	Valsa malicola
UP000284375	252740	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Valsa	Valsa sordida
UP000078576	694573	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Valsa	Valsa mali var. pyri (nom. inval.)
UP000000267	436907	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Vanderwaltozyma	Vanderwaltozyma polyspora DSM 70294
UP000298493	86259	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Venturia	Venturia nashicola
UP000316270	50376	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Venturia	Venturia effusa
UP000433883	5025	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Venturia	Venturia inaequalis
UP000254866	2656787	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Venustampulla	Venustampulla echinocandica
UP000053259	253628	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Verruconis	Verruconis gallopava
UP000044602	100787	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Verticillium	Verticillium longisporum
UP000001611	498257	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Verticillium	Verticillium dahliae VdLs.17
UP000008698	526221	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Verticillium	Verticillium alfalfae VaMs.102
UP000238350	45607	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Wickerhamiella	Wickerhamiella sorbophila
UP000009328	1041607	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Wickerhamomyces	Wickerhamomyces ciferrii
UP000094112	683960	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Wickerhamomyces	Wickerhamomyces anomalus NRRL Y-366-8
UP000286045	363999	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Xylaria	Xylaria grammica
UP000297716	37992	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Xylaria	Xylaria hypoxylon
UP000319160	2512241	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Xylaria	Xylaria flabelliformis
UP000481858	323545	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Xylaria	Xylaria multiplex
UP000189293	1813822	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Xylariales	Xylariales sp. No.14919
UP000076632	1328760	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Xylona	Xylona heveae TC161
UP000000707	590646	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Yamadazyma	Yamadazyma tenuis ATCC 10573
UP000001300	284591	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Yarrowia	Yarrowia lipolytica CLIB122
UP000190375	1365886	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Zygosaccharomyces	Zygosaccharomyces parabailii
UP000301737	42258	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Zygosaccharomyces	Zygosaccharomyces mellis
UP000509704	42260	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Zygotorulaspora	Zygotorulaspora mrakii
UP000033647	1047168	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Zymoseptoria	Zymoseptoria brevis
UP000215127	1276538	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Zymoseptoria	Zymoseptoria tritici ST99CH_3D7
UP000008062	336722	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Zymoseptoria	Zymoseptoria tritici IPO323
UP000245768	215250	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Acaromyces	Acaromyces ingoldii
UP000629468	192524	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Agaricus	Agaricus bisporus var. burnettii
UP000008493	597362	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Agaricus	Agaricus bisporus var. burnettii JB137-S8
UP000521872	84607	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Agrocybe	Agrocybe pediades
UP000242287	703135	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Amanita	Amanita thiersii Skay4041
UP000054549	946122	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Amanita	Amanita muscaria Koide BX008
UP000308730	2447956	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Antrodiella	Antrodiella citrinella
UP000279236	105984	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Apiotrichum	Apiotrichum porosum
UP000218334	1076256	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Armillaria	Armillaria solidipes
UP000219338	47428	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Armillaria	Armillaria ostoyae
UP000217790	47427	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Armillaria	Armillaria gallica
UP000609673	2748771	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Athelia	Athelia sp. TMB
UP000006514	717982	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Auricularia	Auricularia subglabra TFB-10046 SS5
UP000320762	97359	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Auriculariopsis	Auriculariopsis ampla
UP000683000	495285	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Boletus	Boletus reticuloceps
UP000310158	1095465	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Bondarzewia	Bondarzewia mesenterica
UP000027195	930990	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Botryobasidium	Botryobasidium botryosum FD-172 SS1
UP000076842	1353952	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Calocera	Calocera cornea HHB12733
UP000076738	1330018	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Calocera	Calocera viscosa TUFC12733
UP000290288	2316362	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Candolleomyces	Candolleomyces aberdarensis
UP000054845	401625	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Ceraceosorus	Ceraceosorus bombacis
UP000245783	1522189	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Ceraceosorus	Ceraceosorus guamensis
UP000383932	1582974	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Ceratobasidium	Ceratobasidium theobromae
UP000650602	170446	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Ceratobasidium	Ceratobasidium sp. AG-Ba
UP000518752	2823264	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Collybiopsis	Collybiopsis confluens
UP000053558	741705	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Coniophora	Coniophora puteana RWD-64-598 SS2
UP000298030	71717	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Coprinellus	Coprinellus micaceus
UP000307440	230819	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Coprinopsis	Coprinopsis marcescibilis
UP000001861	240176	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Coprinopsis	Coprinopsis cinerea okayama7#130
UP000308652	68775	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Crucibulum	Crucibulum laeve
UP000094043	1295531	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Cryptococcus	Cryptococcus depauperatus CBS 7841
UP000094065	1295533	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Cryptococcus	Cryptococcus amylolentus CBS 6039
UP000053819	1296109	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Cryptococcus	Cryptococcus gattii CA1280
UP000002149	214684	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Cryptococcus	Cryptococcus neoformans var. neoformans JEC21
UP000053611	879819	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Cutaneotrichosporon	Cutaneotrichosporon oleaginosum
UP000467700	1973307	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Cyclocybe	Cyclocybe aegerita
UP000054007	1314674	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Cylindrobasidium	Cylindrobasidium torrendii FP15055 ss-10
UP000030653	1858805	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Dacryopinax	Dacryopinax primogenitus
UP000076727	1314783	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Daedalea	Daedalea quercina L-15889
UP000297245	1314807	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Dendrothele	Dendrothele bispora CBS 962.96
UP000298327	205917	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Dentipellis	Dentipellis fragilis
UP000322482	1883078	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Dentipellis	Dentipellis sp. KUC8613
UP000292082	114155	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Dichomitus	Dichomitus squalens
UP000053319	732165	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Dichomitus	Dichomitus squalens LYAD-421 SS1
UP000077266	1314781	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Exidia	Exidia glandulosa HHB12029
UP000006352	599839	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Fibroporia	Fibroporia radiculosa
UP000076532	436010	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Fibularhizoctonia	Fibularhizoctonia sp. CBS 109695
UP000054144	1128425	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Fistulina	Fistulina hepatica ATCC 64428
UP000053630	694068	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Fomitiporia	Fomitiporia mediterranea MF3/22
UP000015241	743788	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Fomitopsis	Fomitopsis pinicola FP-58527 SS1
UP000027222	685588	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Galerina	Galerina marginata CBS 339.88
UP000230002	1077348	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Ganoderma	Ganoderma sinense ZZ0214-1
UP000016930	914234	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Gelatoporia	Gelatoporia subvermispora B
UP000030669	670483	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Gloeophyllum	Gloeophyllum trabeum ATCC 11539
UP000092993	5627	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Grifola	Grifola frondosa
UP000284706	231916	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Gymnopilus	Gymnopilus dilepis
UP000053593	944289	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Gymnopus	Gymnopus luxurians FD-317 M1
UP000053424	686832	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Hebeloma	Hebeloma cylindrosporum h7
UP000305948	5364	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Heliocybe	Heliocybe sulcata
UP000298061	135208	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Hericium	Hericium alpestre
UP000186601	98765	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Hermanssonia	Hermanssonia centrifuga
UP000030671	747525	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Heterobasidion	Heterobasidion irregulare TC 32-1
UP000053820	994086	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Hydnomerulius	Hydnomerulius pinastri MD-312
UP000054270	945553	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Hypholoma	Hypholoma sublateritium FD-334 SS-4
UP000076154	39966	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Hypsizygus	Hypsizygus marmoreus
UP000027265	933084	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Jaapia	Jaapia argillacea MUCL 33604
UP000245884	1569628	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Jaminaea	Jaminaea rosea
UP000019377	1365824	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Kalmanozyma	Kalmanozyma brasiliensis GHG001
UP000193218	4999	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Kockovaella	Kockovaella imperatae
UP000322225	1734106	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Kwoniella	Kwoniella shandongensis
UP000092666	1296120	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Kwoniella	Kwoniella heveanensis BCC8398
UP000078595	1296121	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Kwoniella	Kwoniella dejecticola CBS 10117
UP000092583	1331196	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Kwoniella	Kwoniella mangroviensis CBS 10435
UP000092730	1296100	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Kwoniella	Kwoniella bestiolae CBS 10118
UP000094020	1296096	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Kwoniella	Kwoniella pini CBS 10737
UP000054477	1095629	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Laccaria	Laccaria amethystina LaAM-08-1
UP000001194	486041	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Laccaria	Laccaria bicolor S238N-H82
UP000076871	1314785	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Laetiporus	Laetiporus sulphureus 93-53
UP000188533	5353	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Lentinula	Lentinula edodes
UP000313359	1328759	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Lentinus	Lentinus tigrinus ALCF2SS1-6
UP000559027	201217	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Leucoagaricus	Leucoagaricus leucothites
UP000070249	1714833	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Leucoagaricus	Leucoagaricus sp. SymC.cos
UP000193467	106004	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Leucosporidium	Leucosporidium creatinivorum
UP000037751	77020	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Malassezia	Malassezia pachydermatis
UP000232875	2020962	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Malassezia	Malassezia vespertilionis
UP000269793	425264	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Malassezia	Malassezia restricta CBS 7877
UP000008837	425265	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Malassezia	Malassezia globosa CBS 7966
UP000186303	1230383	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Malassezia	Malassezia sympodialis ATCC 42132
UP000245771	1280837	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Meira	Meira miltonrushii
UP000001072	747676	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Melampsora	Melampsora larici-populina 98AG31
UP000198372	269621	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Microbotryum	Microbotryum intermedium
UP000249723	289078	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Microbotryum	Microbotryum saponariae
UP000249464	796604	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Microbotryum	Microbotryum silenes-dioicae
UP000017200	683840	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Microbotryum	Microbotryum lychnidis-dioicae p1A1 Lamole
UP000009131	764103	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Mixia	Mixia osmundae IAM 14324
UP000053758	84753	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Moesziomyces	Moesziomyces antarcticus
UP000011976	1151754	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Moesziomyces	Moesziomyces antarcticus T-34
UP000054988	221103	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Moniliophthora	Moniliophthora roreri
UP000017559	1381753	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Moniliophthora	Moniliophthora roreri MCA 2997
UP000000741	554373	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Moniliophthora	Moniliophthora perniciosa FA553
UP000636479	2126181	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Mycena	Mycena indigotica
UP000620124	2733690	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Mycena	Mycena venus
UP000623467	230812	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Mycena	Mycena sanguinolenta
UP000613374	1325293	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Mycena	Mycena kentingensis (nom. inval.)
UP000613580	658473	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Mycena	Mycena chlorophos
UP000193986	71784	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Naematelia	Naematelia encephala
UP000620104	104408	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Naganishia	Naganishia liquefaciens
UP000076761	1314782	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Neolentinus	Neolentinus lepideus HHB14362 ss-1
UP000250043	1052685	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Obba	Obba rivulosa
UP000284842	181874	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Panaeolus	Panaeolus cyanescens
UP000054538	930991	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Paxillus	Paxillus rubicundulus Ve08.2h10
UP000053647	664439	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Paxillus	Paxillus involutus ATCC 200175
UP000077086	1314672	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Peniophora	Peniophora sp. CONT
UP000365756	718367	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Peniophora	Peniophora sp. CBMAI 1063
UP000008370	650164	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Phanerochaete	Phanerochaete carnosa HHB-10118-sp
UP000308199	167371	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Phellinidium	Phellinidium pouzarii
UP000053257	745531	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Phlebiopsis	Phlebiopsis gigantea 11061_1 CR5-6
UP000054166	765440	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Piloderma	Piloderma croceum F 1598
UP000054018	765257	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Pisolithus	Pisolithus microcarpus 441
UP000054217	870435	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Pisolithus	Pisolithus tinctorius Marx 270
UP000623687	5322	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Pleurotus	Pleurotus ostreatus
UP000027073	1137138	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Pleurotus	Pleurotus ostreatus PC15
UP000053263	944288	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Plicaturopsis	Plicaturopsis crispa FD-325 SS-3
UP000256964	139420	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Polyporus	Polyporus brumalis
UP000308197	1314778	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Polyporus	Polyporus arcularius HHB13444
UP000639403	104341	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Postia	Postia placenta
UP000194127	670580	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Postia	Postia placenta MAD-698-R-SB12
UP000001743	561896	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Postia	Postia placenta Mad-698-R
UP000245942	1684307	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Pseudomicrostroma	Pseudomicrostroma glucosiphilum
UP000323386	84751	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Pseudozyma	Pseudozyma flocculosa
UP000053664	1277687	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Pseudozyma	Pseudozyma flocculosa PF-1
UP000014071	1305764	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Pseudozyma	Pseudozyma hubeiensis SY62
UP000283269	93625	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Psilocybe	Psilocybe cyanescens
UP000567179	2480587	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Psilocybe	Psilocybe cf. subviscida
UP000664032	181762	Eukaryota	Amorphea	Opisthokonta	Fungi	Basidiomycota	Psilocybe	Psilocybe cubensis
