code	d	p	c	o	f	g	s
UP000326565	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus leporis
UP000326931	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus alliaceus
UP000327118	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus coremiiformis
UP000637239	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus chevalieri
UP000054771	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus calidoustus
UP000068243	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus niger
UP000246702	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus sclerotioniger CBS 115572
UP000248340	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus uvarum CBS 121591
UP000249402	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus ibericus CBS 121593
UP000286921	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus awamori
UP000452235	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus terreus
UP000037505	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus nomiae NRRL 13137
UP000247233	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus heteromorphus CBS 117.55
UP000247810	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus ellipticus CBS 707.79
UP000248349	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus saccharolyticus JOP 1030-1
UP000234474	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus novofumigatus IBT 16806
UP000248961	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus homomorphus CBS 101889
UP000249829	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus violaceofuscus CBS 115571
UP000188318	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus carbonarius ITEM 5010
UP000190312	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus oryzae
UP000234275	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus steynii IBT 23096
UP000019804	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus ruber CBS 135680
UP000094569	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus cristatus
UP000184073	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus versicolor CBS 583.65
UP000184356	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus sydowii CBS 593.65
UP000184383	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus wentii DTO 134E9
UP000248423	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus sclerotiicarbonarius CBS 121057
UP000661057	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus luchuensis
UP000184300	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus glaucus CBS 516.65
UP000184499	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus brasiliensis CBS 101740
UP000007963	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus terreus NIH2624
UP000033540	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus parasiticus SU-1
UP000184063	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus luchuensis CBS 106.47
UP000184546	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus aculeatus ATCC 16872
UP000006706	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus niger CBS 513.88
UP000006564	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus oryzae RIB40
UP000002530	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus fumigatus Af293
UP000000560	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus nidulans FGSC A4
UP000006701	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus clavatus NRRL 1
UP000006702	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aspergillus	Aspergillus fischeri NRRL 181
UP000030672	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aureobasidium	Aureobasidium melanogenum CBS 110374
UP000027730	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aureobasidium	Aureobasidium namibiae CBS 147.97
UP000030706	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aureobasidium	Aureobasidium pullulans EXF-150
UP000030641	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Aureobasidium	Aureobasidium subglaciale EXF-2481
UP000094336	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Babjeviella	Babjeviella inositovora NRRL Y-12698
UP000011761	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Baudoinia	Baudoinia panamericana UAMH 10762
UP000235728	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Beauveria	Beauveria bassiana
UP000030106	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Beauveria	Beauveria bassiana D1-5
UP000002762	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Beauveria	Beauveria bassiana ARSEF 2860
UP000624244	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Bipolaris	Bipolaris sorokiniana
UP000053841	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Bipolaris	Bipolaris zeicola 26-R-13
UP000016936	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Bipolaris	Bipolaris maydis C5
UP000016934	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Bipolaris	Bipolaris sorokiniana ND90Pr
UP000053573	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Blastomyces	Blastomyces silverae
UP000224080	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Blastomyces	Blastomyces parvus
UP000242791	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Blastomyces	Blastomyces percursus
UP000002038	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Blastomyces	Blastomyces gilchristii SLH14081
UP000275772	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Blumeria	Blumeria hordei
UP000053110	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Blumeria	Blumeria graminis f. sp. tritici 96224
UP000015441	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Blumeria	Blumeria hordei DH14
UP000572817	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Botryosphaeria	Botryosphaeria dothidea
UP000297299	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Botryotinia	Botryotinia calthae
UP000297452	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Botryotinia	Botryotinia narcissicola
UP000297527	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Botryotinia	Botryotinia convoluta
UP000297229	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Botrytis	Botrytis elliptica
UP000297280	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Botrytis	Botrytis porri
UP000531561	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Botrytis	Botrytis fragariae
UP000001798	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Botrytis	Botrytis cinerea B05.10
UP000008177	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Botrytis	Botrytis cinerea T4
UP000290900	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Brettanomyces	Brettanomyces naardenensis
UP000478008	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Brettanomyces	Brettanomyces bruxellensis
UP000662931	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Brettanomyces	Brettanomyces nanus
UP000004997	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Brettanomyces	Brettanomyces bruxellensis AWRI1499
UP000664132	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Cadophora	Cadophora malorum
UP000244409	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Cadophora	Cadophora sp. DSE1049
UP000664768	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Cadophora	Cadophora sp. M221
UP000253472	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Candida	Candida viswanathii
UP000536275	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Candida	Candida albicans
UP000011777	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Candida	Candida maltosa Xu316
UP000000559	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Candida	Candida albicans SC5314
UP000002037	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Candida	Candida tropicalis MYA-3404
UP000005221	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Candida	Candida parapsilosis CDC317
UP000019478	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Capronia	Capronia epimyces CBS 606.96
UP000019484	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Capronia	Capronia coronata CBS 617.96
UP000034841	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Ceratocystis	Ceratocystis platani
UP000222788	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Ceratocystis	Ceratocystis fimbriata CBS 114723
UP000234720	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Cercospora	Cercospora zeina
UP000237631	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Cercospora	Cercospora berteroae
UP000001056	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Chaetomium	Chaetomium globosum CBS 148.51
UP000273645	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Chaetothyriales	Chaetothyriales sp. CBS 135597
UP000274348	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Chaetothyriales	Chaetothyriales sp. CBS 134916
UP000278137	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Chaetothyriales	Chaetothyriales sp. CBS 134920
UP000281228	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Chaetothyriales	Chaetothyriales sp. CBS 132003
UP000276215	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Choiromyces	Choiromyces venosus 120613-1
UP000054466	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Cladophialophora	Cladophialophora immunda
UP000094526	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Cladophialophora	Cladophialophora carrionii
UP000019471	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Cladophialophora	Cladophialophora psammophila CBS 110553
UP000019473	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Cladophialophora	Cladophialophora yegresii CBS 114405
UP000016801	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Claviceps	Claviceps purpurea 20.1
UP000007703	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Clavispora	Clavispora lusitaniae ATCC 42720
UP000193144	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Clohesyomyces	Clohesyomyces aquaticus
UP000616885	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Clonostachys	Clonostachys rosea
UP000054559	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Coccidioides	Coccidioides immitis RMSCC 3703
UP000001261	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Coccidioides	Coccidioides immitis RS
UP000002497	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Coccidioides	Coccidioides posadasii str. Silveira
UP000256645	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Coleophoma	Coleophoma cylindrospora
UP000176998	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Colletotrichum	Colletotrichum orchidophilum
UP000186583	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Colletotrichum	Colletotrichum chlorophyti
UP000070121	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Colletotrichum	Colletotrichum salicis
UP000076552	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Colletotrichum	Colletotrichum tofieldiae
UP000076584	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Colletotrichum	Colletotrichum incanum
UP000310108	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Colletotrichum	Colletotrichum tanaceti
UP000326340	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Colletotrichum	Colletotrichum shisoi
UP000434172	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Colletotrichum	Colletotrichum asianum
UP000639643	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Colletotrichum	Colletotrichum musicola
UP000654918	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Colletotrichum	Colletotrichum plurivorum
UP000295703	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Colletotrichum	Colletotrichum trifolii
UP000020467	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Colletotrichum	Colletotrichum fioriniae PJ7
UP000027238	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Colletotrichum	Colletotrichum sublineola
UP000613401	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Colletotrichum	Colletotrichum gloeosporioides
UP000011096	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Colletotrichum	Colletotrichum fructicola Nara gc5
UP000015530	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Colletotrichum	Colletotrichum gloeosporioides Cg-14
UP000008782	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Colletotrichum	Colletotrichum graminicola M1.001
UP000014480	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Colletotrichum	Colletotrichum orbiculare MAFF 240422
UP000241462	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Coniella	Coniella lustricola
UP000275385	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Coniochaeta	Coniochaeta pulveracea
UP000182658	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Coniochaeta	Coniochaeta ligniaria NRRL 30616
UP000325492	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Coniochaeta	Coniochaeta sp. 2T2.1
UP000016924	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Coniosporium	Coniosporium apollinis CBS 100218
UP000315783	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Cordyceps	Cordyceps javanica
UP000221130	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Cordyceps	Cordyceps sp. RAO-2017
UP000076744	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Cordyceps	Cordyceps fumosorosea ARSEF 2679
UP000001610	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Cordyceps	Cordyceps militaris CM01
UP000240883	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Corynespora	Corynespora cassiicola Philippines
UP000308768	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Cryomyces	Cryomyces minteri
UP000566819	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Cudoniella	Cudoniella acicularis
UP000189513	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Cyberlindnera	Cyberlindnera fabianii
UP000094389	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Cyberlindnera	Cyberlindnera jadinii NRRL Y-1542
UP000030752	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Cyphellophora	Cyphellophora europaea CBS 101466
UP000285146	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Cytospora	Cytospora leucostoma
UP000015100	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Dactylellina	Dactylellina haptotyla CBS 200.50
UP000243732	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Daldinia	Daldinia sp. EC12
UP000000599	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Debaryomyces	Debaryomyces hansenii CBS767
UP000034680	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Diaporthe	Diaporthe ampelina
UP000094444	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Diaporthe	Diaporthe helianthi
UP000183809	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Diplodia	Diplodia corticola
UP000190776	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Diplodia	Diplodia seriata
UP000504637	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Dissoconium	Dissoconium aciculare CBS 342.82
UP000449547	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Diutina	Diutina rugosa
UP000016933	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Dothistroma	Dothistroma septosporum NZE10
UP000076580	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Drechmeria	Drechmeria coniospora
UP000024837	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Drechslerella	Drechslerella stenobrocha 248
UP000006753	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Drepanopeziza	Drepanopeziza brunnea f. sp. 'multigermtubi' MB_m1
UP000243515	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Elaphomyces	Elaphomyces granulatus
UP000243723	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Elsinoe	Elsinoe australis
UP000091918	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Emergomyces	Emergomyces africanus
UP000182235	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Emergomyces	Emergomyces pasteurianus Ep9510
UP000226031	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Emmonsia	Emmonsia crescens
UP000606974	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Endocarpon	Endocarpon pusillum
UP000019373	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Endocarpon	Endocarpon pusillum Z07020
UP000594364	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Epichloe	Epichloe festucae Fl1
UP000193240	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Epicoccum	Epicoccum nigrum
UP000504638	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Eremomyces	Eremomyces bilateralis CBS 781.70
UP000006790	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Eremothecium	Eremothecium cymbalariae DBVPG#7215
UP000000591	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Eremothecium	Eremothecium gossypii ATCC 10895
UP000237438	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Erysiphe	Erysiphe pulchra
UP000286134	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Erysiphe	Erysiphe neolycopersici
UP000030854	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Erysiphe	Erysiphe necator
UP000053831	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Escovopsis	Escovopsis weberi
UP000012174	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Eutypa	Eutypa lata UCREL1
UP000053328	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Exophiala	Exophiala spinifera
UP000053342	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Exophiala	Exophiala oligosperma
UP000053599	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Exophiala	Exophiala sideris
UP000054342	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Exophiala	Exophiala xenobiotica
UP000054302	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Exophiala	Exophiala mesophila
UP000027920	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Exophiala	Exophiala aquamarina CBS 119918
UP000007304	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Exophiala	Exophiala dermatitidis NIH/UT8656
UP000016935	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Exserohilum	Exserohilum turcica Et28A
UP000078343	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fonsecaea	Fonsecaea erecta
UP000053411	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fonsecaea	Fonsecaea multimorphosa CBS 102226
UP000053029	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fonsecaea	Fonsecaea pedrosoi CBS 271.37
UP000309340	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Friedmanniomyces	Friedmanniomyces simplex
UP000310066	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Friedmanniomyces	Friedmanniomyces endolithicus
UP000245910	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium venenatum
UP000266234	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium longipes
UP000277212	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium kuroshium
UP000287144	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium oligoseptatum
UP000288168	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium duplospermum
UP000532311	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium globosum
UP000536711	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium acutatum
UP000544331	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium mundagurra
UP000546213	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium pseudocircinatum
UP000554235	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium albosuccineum
UP000569620	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium sp. NRRL 52700
UP000574317	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium napiforme
UP000582016	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium phyllophilum
UP000604273	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium gaditjirri
UP000605986	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium austroafricanum
UP000622797	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium sarcochroum
UP000626568	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium sp. NRRL 66182
UP000635477	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium zealandicum
UP000037904	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium langsethiae
UP000091967	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium poae
UP000241587	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium culmorum
UP000265631	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium flagelliforme
UP000266152	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium sporotrichioides
UP000567885	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium heterosporum
UP000547976	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium subglutinans
UP000558688	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium oxysporum
UP000030753	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium oxysporum NRRL 32931
UP000236664	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium nygamai
UP000287544	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium sp. AF-6
UP000663104	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium pseudograminearum
UP000016929	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium odoratissimum
UP000219602	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium oxysporum f. sp. radicis-cucumerinum
UP000593570	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium oxysporum f. sp. conglutinans
UP000694050	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium oxysporum f. sp. rapae
UP000030663	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium oxysporum f. sp. raphani 54005
UP000002489	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium oxysporum f. sp. conglutinans Fo5176
UP000016928	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium oxysporum f. sp. cubense race 1
UP000005206	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium vanettenii 77-13-4
UP000009096	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium verticillioides 7600
UP000009097	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium oxysporum f. sp. lycopersici 4287
UP000016800	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium fujikuroi IMI 58289
UP000070720	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Fusarium	Fusarium graminearum PH-1
UP000006039	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Gaeumannomyces	Gaeumannomyces tritici R3-111a-1
UP000016922	Eukaryota	Amorphea	Opisthokonta	Fungi	Ascomycota	Glarea	Glarea lozoyensis ATCC 20868
